,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : KAPRA , Ward No:1, Reserved for : SC(G) , Total Votes : 44213 ,
Polled Votes : 19282 , Invalid Votes : 0, Valid Votes : 19282",,,,,,,,

"C. Sl.
No.",,Sl. No.,Name of the Contesting Candidate,"Party
Affiliatio
n","Votes
Secured","Elected/
Defeated",,
1,,1,Kurunelli Venkat,CPM,250,Defeated,,
2,,2,Radapaka Rajaiah,BSP,84,Defeated,,
3,,3,K V L N Rao,TDP,5083,Defeated,,
4,,4,S Swarna Raj,TRS,10112,Winner,,
5,,5,Kukatla Rama Rao,IND,721,Defeated,,
6,,6,Gajjela Ramesh Kumar,IND,45,Defeated,,
7,,7,Gaddam Kistaiah,IND,24,Defeated,,
8,,8,Munigadapa Sree Ramulu,IND,10,Defeated,,
9,,9,Radhika Thamas,IND,32,Defeated,,
10,,10,Venugopala Rao Kandregula,IND,729,Defeated,,
11,,11,G Indraiah,INC,2192,Defeated,,
"Ward Name : DR. A.S RAO NAGAR , Ward No:2, Reserved for : UR(W) , Total Votes :
48201 ,",,,,,,,,
12,,1,B Pavithra,BSP,297,Defeated,,
13,,2,Shirisha Reddy Singireddy,INC,3896,Defeated,,
14,,3,Tateneni Samrajyam,TDP,6621,Defeated,,
15,,4,Pajjuri Pavani Reddy,TRS,7987,Winner,,
16,,5,Venkataravamma Borra,LSP,264,Defeated,,
17,,6,Indira Reddy Madduri,IND,180,Defeated,,
18,,7,Royyala Laharika,IND,111,Defeated,,
19,,8,Sangeetha Variganti,IND,752,Defeated,,
"Ward Name : CHERLAPALLY, Reserved for : BC(G), Total Votes : 45160,
Polled Votes : 24768 , Invalid Votes :0, Valid Votes : 24768",,,,,,,,
20,,1,Bonthu Rammohan,TRS,13462,Winner,,
21,,2,Ch Mallesh Vamsha Raj,TDP,3294,Defeated,,
22,,3,Ganesh M,BJP,5593,Defeated,,
23,,4,Mahesh N,INC,1871,Defeated,,
24,,5,Nagamani Kambhampati,LSP,190,Defeated,,
25,,6,Dr S Laxminarayana,TYSP,9,Defeated,,
26,,7,Kasula Surender Goud,IND,5,Defeated,,
27,,8,Bairamkonda Vijay,IND,24,Defeated,,
28,,9,Ramchandar Goud Rudragoni,IND,18,Defeated,,
29,,10,M Srinivas,IND,128,Defeated,,
30,,11,B Saibaba Yadav,IND,45,Defeated,,
31,,12,Somaraj P,IND,129,Defeated,,
"Ward Name : MEERPET HB COLONY , Reserved for : SC(G) , Total Votes : 45695 ,
Polled Votes : 21991 , Invalid Votes :0, Valid Votes : 21991",,,,,,,,
32,,1,Anumula Dinesh,BJP,6611,Defeated,,
33,,2,Golluri Anjaiah,TRS,12319,Winner,,
34,,3,Deshmukula Praveen,CPM,222,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

35,,4,Polepaka Anjaiah,INC,2502,Defeated,,

36,,5,Dasari Sudhir Kumar,IND,55,Defeated,,
37,,6,Bangari Pochaiah,IND,186,Defeated,,
38,,7,Ch Suresh,IND,96,Defeated,,
"Ward Name : MALLAPUR , Reserved for : UR(G) , Total Votes : 47865 ,
Polled Votes : 24467 , Invalid Votes : 0 , Valid Votes : 24467",,,,,,,,
39,,1,Adavally Narsaiah,BSP,65,Defeated,,
40,,2,Katarla Bhaskar,INC,2808,Defeated,,
41,,3,O Nagesh,IND,78,Defeated,,
42,,4,Devendar Reddy Pannala,TRS,12929,Winner,,
43,,5,Jajula Bikshapathi,CPI,194,Defeated,,
44,,6,B Lakshmi Naraayana,TDP,5040,Defeated,,
45,,7,Keshavaram Anjaneyulu,IND,75,Defeated,,
46,,8,G Jayapal,IND,55,Defeated,,
47,,9,Kotha Malla Reddy,IND,1019,Defeated,,
48,,10,Nelutla Srinivas,IND,1699,Defeated,,
49,,11,Tallapally Veeraswamy,IND,130,Defeated,,
50,,12,Peddi Prathap Reddy,IND,203,Defeated,,
51,,13,Md Fasiuddin,IND,117,Defeated,,
52,,14,P Shravan KumarvGoud,IND,55,Defeated,,
"Ward Name : NACHARAM , Reserved for : UR(W) , Total Votes : 51086 ,
Polled Votes : 23712 , Invalid Votes : 1, Valid Votes : 23711",,,,,,,,
53,,1,Anumula Vijaya Latha Reddy,BJP,3119,Defeated,,
54,,2,Jyothi Medala,TRS,8084,Defeated,,
55,,3,Rajani Gangichetty,TDP,1605,Defeated,,
56,,4,Shanthi Saizen Shekar Chitipolu,INC,8236,Winner,,
57,,5,Sheelam Anitha,BSP,89,Defeated,,
58,,6,Humera Fathima,LSP,85,Defeated,,
59,,7,A Anitha,IND,1681,Defeated,,
60,,8,Hymavathi Pardipur,IND,812,Defeated,,
"Ward Name : Chilkanagar , Reserved for : UR(W) , Total Votes : 47866 ,
Polled Votes : 23477 , Invalid Votes : 5, Valid Votes : 23472",,,,,,,,
61,,1,B Anita Singh,BJP,3326,Defeated,,
62,,2,Gopu Saraswathi,TRS,13055,Winner,,
63,,3,Chenreddy Latha,INC,5073,Defeated,,
64,,4,Latha Gandamala,BSP,237,Defeated,,
65,,5,Ankannagari Jamuna Rani,IND,428,Defeated,,
66,,6,Andalu Kamasani,IND,224,Defeated,,
67,,7,N Eshwaramma,IND,110,Defeated,,
68,,8,Gaddam Shankaramma,IND,153,Defeated,,
69,,9,Pasunuri Laxmi,IND,253,Defeated,,
70,,10,Pinnapureddy Rajya Lakshmi,IND,85,Defeated,,
71,,11,K Balamani,IND,235,Defeated,,
72,,12,Saleha Sultana,IND,293,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : Habsiguda , Reserved for : UR(W) , Total Votes : 48006 ,
Polled Votes : 23347, Invalid Votes :14, Valid Votes : 23333",,,,,,,,

73,,1,Edla Sujatha,CPM,154,Defeated,,
74,,2,Thinderu Surekha,BJP,3942,Defeated,,
75,,3,Pasula Manjula,INC,1068,Defeated,,
76,,4,Bethi Swapna Reddy,TRS,12567,Winner,,
77,,5,Bobbala Rama,TDP,5099,Defeated,,
78,,6,Appidi Padma,IND,39,Defeated,,
79,,7,Godadevi Gattu,IND,173,Defeated,,
80,,8,Babitha Reddy Naam,IND,182,Defeated,,
81,,9,Bollepally Anasuya,IND,109,Defeated,,
"Ward Name : Ramanthapur , Reserved for : BC(W) , Total Votes : 42275 ,
Polled Votes : 24368, Invalid Votes:8, Valid Votes : 24360",,,,,,,,
82,,1,Gandham Jyosthna,TRS,10396,Winner,,
83,,2,Vallapu Deepika,BJP,4164,Defeated,,
84,,3,Dupati Anjani Devi,IND,76,Defeated,,
85,,4,Pamuru Laxmidevi,CPM,137,Defeated,,
86,,5,P Saritha,INC,1317,Defeated,,
87,,6,K Geetha Rani,IND,47,Defeated,,
88,,7,Thavidaboina Durga Bai,IND,2276,Defeated,,
89,,8,Thumula Vijaya Lakshmi,IND,26,Defeated,,
90,,9,N Preethi,IND,243,Defeated,,
91,,10,Bandaru Indumathi,IND,31,Defeated,,
92,,11,Kottala Madhavi,IND,15,Defeated,,
93,,12,Myakala Jyothsna,IND,46,Defeated,,
94,,13,Mohammed Nasreen Begum,IND,28,Defeated,,
95,,14,Mohammad Rahamatunnisa begum,IND,18,Defeated,,
96,,15,V Vijaya,IND,21,Defeated,,
97,,16,B Shamantha Goud,IND,280,Defeated,,
98,,17,Sarva Rani,IND,5239,Defeated,,
"Ward Name : Uppal , Reserved for : UR(W) , Total Votes : 53196 ,
Polled Votes : 26570 , Invalid Votes : 8 , Valid Votes : 26562",,,,,,,,
99,,1,Anala Reddy Mekala,TRS,10510,Winner,,
100,,2,Kandi Kanti Manjula,TDP,1939,Defeated,,
101,,3,Guntoju Prapoorna,CPM,68,Defeated,,
102,,4,Mahankali Rupa Rani,BJP,2493,Defeated,,
103,,5,Mushyam Sharadha Rani,INC,1871,Defeated,,
104,,6,Byrpaka Sujatha,ANC,56,Defeated,,
105,,7,Palugulla Madhavi,IND,63,Defeated,,
106,,8,Bandari Manjula,IND,90,Defeated,,
107,,9,M Rajitha,IND,9364,Defeated,,
108,,10,Lahari Deshabathni,IND,108,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : Nagole , Reserved for : UR(W) , Total Votes : 51391 ,
Polled Votes : 26481 , Invalid Votes : 14, Valid Votes : 26467",,,,,,,,

109,,1,Chinthala Aruna,TDP,6838,Defeated,,
110,,2,Kakam Sangeetha,CPM,184,Defeated,,
111,,3,Cheruku Sangeetha,TRS,12915,Winner,,
112,,4,Pushpalatha Ananthula,INC,6384,Defeated,,
113,,5,Gattu Jyothi Rani,IND,70,Defeated,,
114,,6,Vasundhara Eragalla,IND,76,Defeated,,
"Ward Name : Mansoorabad , Reserved for : UR(G) , Total Votes : 51341 ,
Polled Votes : 25108 , Invalid Votes:0, Valid Votes : 25108",,,,,,,,
115,,1,Rajaiah Chamakura,BSP,81,Defeated,,
116,,2,Koppula Narasimha Reddy,TDP,6787,Defeated,,
117,,3,Koppula Vittal Reddy,TRS,12736,Winner,,
118,,4,Prabhakar Reddy Jakkidi,INC,5205,Defeated,,
119,,5,Eedula Venkateshwar Reddy,IND,15,Defeated,,
120,,6,Tripurana Mahendra Nath,IND,21,Defeated,,
121,,7,Nakka Anjaiah,IND,167,Defeated,,
122,,8,Puli Chandra Swaroop Kumar,IND,15,Defeated,,
123,,9,Yamjala Suresh,IND,10,Defeated,,
124,,10,Ravinder Kommula,IND,23,Defeated,,
125,,11,Siripralu Prashanthi Netha,IND,48,Defeated,,
"Ward Name : Hayath Nagar , Reserved for : UR(G) , Total Votes : 51879 ,
Polled Votes : 24263 , Invalid Votes:0, Valid Votes : 24263",,,,,,,,
126,,1,Muthayala Chandra Shekar Rao,INC,5058,Defeated,,
127,,2,S Tirumala Reddy,TRS,10598,Winner,,
128,,3,Palvai Venu,BSP,60,Defeated,,
129,,4,Tirumala Srikanth Goud,LSP,130,Defeated,,
130,,5,Kallem Ravinder Reddy,BJP,7825,Defeated,,
131,,6,Thummala Sathi Reddy,IND,22,Defeated,,
132,,7,Nakka Shankar Goud,IND,17,Defeated,,
133,,8,A Pandu Rangaiah,IND,51,Defeated,,
134,,9,Putta Yadaiah Mudiraj,IND,35,Defeated,,
135,,10,Lakshmi Narasimha Rao,IND,274,Defeated,,
136,,11,Samreddy Balreddy,IND,131,Defeated,,
137,,12,Md Sayeed Ullah,IND,62,Defeated,,
"Ward Name : B.N. Reddy Nagar , Reserved for : UR(G) , Total Votes : 51727 ,
Polled Votes : 27037 , Invalid Votes : 0 , Valid Votes : 27037",,,,,,,,
138,,1,Kanakababu Ilipilla,IND,29,Defeated,,
139,,2,Vanipally Srinivas Reddy,BJP,3007,Defeated,,
140,,3,Komaravalli Isssac Newton,IND,132,Defeated,,
141,,4,Katikareddy Aravind Reddy,TDP,6184,Defeated,,
142,,5,Balraj Dasari,BSP,75,Defeated,,
143,,6,Muddagouni Laxmi Prasanna,TRS,12743,Winner,,
144,,7,M Suman Goud,INC,1006,Defeated,,
145,,8,Gollapalli Shanker Prasad,IND,84,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

146,,9,Narasimha Rao Madhavaram,IND,3715,Defeated,,

147,,10,Ramudu Pallapu,IND,62,Defeated,,
"Ward Name : Vanasthali Puram , Reserved for : UR(G) , Total Votes : 48452 ,
Polled Votes : 22444 , Invalid Votes : 0 , Valid Votes : 22444",,,,,,,,
148,,1,Sama Prabhakar Reddy,TDP,5410,Defeated,,
149,,2,Mahesh yadav P,INC,2919,Defeated,,
150,,3,Jitta Raja Sekhar Reddy,TRS,13691,Winner,,
151,,4,Jeniga Naresh,BSP,132,Defeated,,
152,,5,V Ramesh V,TSLP,172,Defeated,,
153,,6,Kanchi Krishna Mohan,IND,21,Defeated,,
154,,7,Boda Mani Rani,IND,29,Defeated,,
155,,8,Srinu Kishore D,IND,70,Defeated,,
"Ward Name : Hastinapuram , Reserved for : ST(W) , Total Votes : 42856,
Polled Votes : 18964, Invalid Votes :0, Valid Votes : 18964",,,,,,,,
156,,1,K Swapana,BSP,63,Defeated,,
157,,2,Jarpeela Sangeeta,IND,50,Defeated,,
158,,3,Ramavath Padma,TRS,12220,Winner,,
159,,4,N Pravalika,INC,3102,Defeated,,
160,,5,V Sathyavathi,BJP,2924,Defeated,,
161,,6,D Parvathi,IND,31,Defeated,,
162,,7,Ramavath Jhansi Naik,IND,311,Defeated,,
163,,8,Laxmi Ramavath,IND,43,Defeated,,
164,,9,Sapavath Bujji,IND,108,Defeated,,
165,,10,Sahiti,IND,112,Defeated,,
"Ward Name : Champapet , Reserved for : UR(G) , Total Votes : 52663 ,
Polled Votes : 25369 , Invalid Votes : 1 , Valid Votes : 25368",,,,,,,,
166,,1,Kothapet Prabhakar,BSP,1777,Defeated,,
167,,2,N Raghuma Reddy,INC,5525,Defeated,,
168,,3,S Ramana Reddy,TRS,8938,Winner,,
169,,4,Vanga Madhusudhan Reddy,BJP,8792,Defeated,,
170,,5,Pasunuri Srinivasaulu,IND,145,Defeated,,
171,,6,K Rakesh,IND,105,Defeated,,
172,,7,Srinivas Cheera,IND,31,Defeated,,
173,,8,Sama Vamshidhar Reddy,IND,55,Defeated,,
"Ward Name : Lingojiguda , Reserved for : UR(G) , Total Votes : 52833 ,
Polled Votes : 24942 , Invalid Votes : 0 , Valid Votes : 24942",,,,,,,,
174,,1,Darpally Raja Shekar Reddy,INC,5005,Defeated,,
175,,2,Devender Gundela,BSP,55,Defeated,,
176,,3,G Praveen Goud,TDP,4520,Defeated,,
177,,4,Srinivasa Rao Mudraboina,TRS,12341,Winner,,
178,,5,Kaki Praveen Goud,IND,76,Defeated,,
179,,6,Kantekar Srinivasulu,IND,56,Defeated,,
180,,7,Sd Jani,IND,1344,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

181,,8,Jani Miya,IND,19,Defeated,,

182,,9,Pole Janardhan,IND,184,Defeated,,
183,,10,B P Madhusudhan,IND,36,Defeated,,
184,,11,Dr Mahesh Kumar K,IND,296,Defeated,,
185,,12,Ramkoti Allampally,IND,52,Defeated,,
186,,13,S Vimal Kumar,IND,34,Defeated,,
187,,14,P Venkatesh,IND,22,Defeated,,
188,,15,Srinath Uppala,IND,902,Defeated,,
"Ward Name : Saroornagar , Reserved for : UR(W) , Total Votes : 62178 ,
Polled Votes : 23473 , Invalid Votes :7, Valid Votes : 23466",,,,,,,,
189,,1,Akhila Akula,TDP,6282,Defeated,,
190,,2,P Anitha Reddy,TRS,12493,Winner,,
191,,3,Thanda Upendra,BSP,156,Defeated,,
192,,4,Neeraja L,INC,3034,Defeated,,
193,,5,Kaki Akhila,IND,98,Defeated,,
194,,6,Thota Sagarika,IND,27,Defeated,,
195,,7,Darpalli Anuradha,IND,1001,Defeated,,
196,,8,Samatha Amara,IND,27,Defeated,,
197,,9,"Senapathy Jyotsna alias Senapathy
Archana",IND,348,Defeated,,
"Ward Name : R.K. PURAM , Reserved for : UR(W) , Total Votes : 64602 ,
Polled Votes : 26936 , Invalid Votes :0, Valid Votes : 26936",,,,,,,,
198,,1,T Anitha Reddy,TRS,10254,Defeated,,
199,,2,Depa Surekha,INC,4142,Defeated,,
200,,3,Radha Veerannagari,BJP,12216,Winner,,
201,,4,P Varalakshmi,BSP,151,Defeated,,
202,,5,Prasanna Veerannagari,IND,29,Defeated,,
203,,6,Bejgum Parvathi,IND,18,Defeated,,
204,,7,Manjula Gouravaram,IND,19,Defeated,,
205,,8,Shilpa Reddy Kumbam,IND,50,Defeated,,
206,,9,Sankerpally Sujana Reddy,IND,20,Defeated,,
207,,10,Sadhana Komati Reddy,IND,37,Defeated,,
"Ward Name : KOTHAPET, Reserved for : UR(G) , Total Votes : 52081 ,
Polled Votes : 22313 , Invalid Votes : 0 , Valid Votes : 22313",,,,,,,,
208,,1,G V Sagar Reddy,TRS,10583,Winner,,
209,,2,Baddam Mahender Goud,TDP,5168,Defeated,,
210,,3,Dharmender Gundela,BSP,183,Defeated,,
211,,4,Rahul Goud Lingala,INC,5385,Defeated,,
212,,5,D Sai Kiran Devata,LSP,300,Defeated,,
213,,6,Ananthula Panduranga Reddy,IND,17,Defeated,,
214,,7,K Yadagiri Yadav,IND,19,Defeated,,
215,,8,Gattu Narasimha Rao,IND,34,Defeated,,
216,,9,Mamidi Ramchander,IND,468,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

217,,10,Raju Kommu,IND,18,Defeated,,

218,,11,K Rajeshwar,IND,55,Defeated,,
219,,12,Satyam Veeramalla,IND,83,Defeated,,
"Ward Name : CHAITANYAPURI, Reserved for:UR(G), Total Votes :45492,
Polled Votes : 19714 , Invalid Votes : 7, Valid Votes : 19707",,,,,,,,
220,,1,Guduru Narender Reddy,INC,2918,Defeated,,
221,,2,G Vittal Reddy,TRS,8311,Winner,,
222,,3,Y Venkat Gandhi,TDP,3806,Defeated,,
223,,4,Y Nagesh,BSP,29,Defeated,,
224,,5,R Venkat Narsimha,BJP,3577,Defeated,,
225,,6,P Trivedi,LSP,548,Defeated,,
226,,7,Bagilingam Shekar Babu,DBP,14,Defeated,,
227,,8,K Yadagiri Yadav,IND,8,Defeated,,
228,,9,Gandla Jagadeeshwar,IND,76,Defeated,,
229,,10,D Rakesh Reddy,IND,22,Defeated,,
230,,11,D Hanumanth Rao,IND,22,Defeated,,
231,,12,Peddamaru Rajesh,IND,238,Defeated,,
232,,13,Manchikanti Venkateshwarlu,IND,6,Defeated,,
233,,14,Muthyala Shiva Kumar,IND,44,Defeated,,
234,,15,Rangu Shanmukaha Chary,IND,61,Defeated,,
235,,16,Ramini Srinivas,IND,27,Defeated,,
"Ward Name : GADDIANNARAM, Reserved for : UR(G) , Total Votes : 54029,
Polled Votes : 23642, Invalid Votes : 4, Valid Votes : 23638",,,,,,,,
236,,1,Bhavani Praveen Kumar,TRS,12601,Winner,,
237,,2,Gandi Krishna Yadav,TDP,6469,Defeated,,
238,,3,Tulasi Srinivas,INC,2370,Defeated,,
239,,4,D Narasimha Rao,LSP,907,Defeated,,
240,,5,Ellendula Srinivasa Rao,IND,58,Defeated,,
241,,6,Baddam Prem Maheshwar Reddy,IND,17,Defeated,,
242,,7,Mohan Gande,IND,974,Defeated,,
243,,8,Yada Shanker,IND,23,Defeated,,
244,,9,Ranipeta Sudhakar,IND,23,Defeated,,
245,,10,B Radha Yadav,IND,23,Defeated,,
246,,11,Shanker Gunta,IND,125,Defeated,,
247,,12,P Sudhakar Reddy,IND,48,Defeated,,
"Ward Name : SAIDABAD, Reserved for : UR(W) , Total Votes : 58345 ,
Polled Votes : 21165 , Invalid Votes : 02, Valid Votes : 21163",,,,,,,,
248,,1,Jeebu Anuradha Raghuram,IND,132,Defeated,,
249,,2,K Aruna,INC,2839,Defeated,,
250,,3,Koyada Kavitha,IND,218,Defeated,,
251,,4,S Shailaja Reddy,BJP,4765,Defeated,,
252,,5,Swarna Latha Singireddy,TRS,13042,Winner,,
253,,6,Jarupula Bharathi,IND,93,Defeated,,
254,,7,Neelaveni Manupati,IND,74,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : MOOSARAMBAGH, Reserved for : UR(W) , Total Votes : 57793 ,
Polled Votes : 21669 , Invalid Votes : 0 , Valid Votes : 21669",,,,,,,,

255,,1,B Jamuna,TDP,7420,Defeated,,
256,,2,Pooja Reddy Prodduturi,INC,918,Defeated,,
257,,3,T Sunaritha,TRS,13134,Winner,,
258,,4,B Bagya Laxmi,IND,61,Defeated,,
259,,5,Deepika Billa,IND,63,Defeated,,
260,,6,L Swathi,IND,73,Defeated,,
"Ward Name : OLD MALAKPET, Reserved for : BC(W), Total Votes : 47635,
Polled Votes : 18962 , Invalid Votes : 0, Valid Votes : 18962",,,,,,,,
261,,1,Polkam Sridevi,IND,48,Defeated,,
262,,2,Juweria Fatima,AIMIM,9001,Winner,,
263,,3,Afreen Zafar,INC,517,Defeated,,
264,,4,P Sabhitha,BJP,2846,Defeated,,
265,,5,Saya Bhuvaneshwari,TRS,6260,Defeated,,
266,,6,Irhrath Siddiqui Md,MBT,220,Defeated,,
267,,7,K Shivamma,IND,70,Defeated,,
"Ward Name : AKBERBAGH, Reserved for : UR(G) , Total Votes : 42913 ,
Polled Votes : 16871 , Invalid Votes : 1 , Valid Votes : 16870",,,,,,,,
268,,1,L Ashoknath,IND,36,Defeated,,
269,,2,Syed Minhajuddin,AIMIM,6239,Winner,,
270,,3,A Vinod Kumar,INC,1387,Defeated,,
271,,4,Tella Mahesh Kumar Srinivas,TRS,5458,Defeated,,
272,,5,S Srinivas,TDP,1540,Defeated,,
273,,6,Amjed Ulla Khan,MBT,1871,Defeated,,
274,,7,Gopal,IND,278,Defeated,,
275,,8,K Shivamma,IND,61,Defeated,,
"Ward Name : AZAMPURA, Reserved for : UR(W) , Total Votes : 46575 ,
Polled Votes : 20596 , Invalid Votes : 0 , Valid Votes : 20596",,,,,,,,
276,,1,Ayesha Jahan Naseem,AIMIM,8253,Winner,,
277,,2,Muruku Siddha Lakshmi,TRS,4784,Defeated,,
278,,3,C Navaneetha,INC,274,Defeated,,
279,,4,Shameem Sultana,BJP,390,Defeated,,
280,,5,Asma Khatoon,MBT,6682,Defeated,,
281,,6,Fariya Bhanu,IND,213,Defeated,,
"Ward Name : CHAWANI, Reserved for : BC(G) , Total Votes : 38334 ,
Polled Votes : 16380 , Invalid Votes : 1, Valid Votes : 16379",,,,,,,,
282,,1,Mohd Murtuza Ali,AIMIM,12122,Winner,,
283,,2,Mohammed Ajmaluddin Farooqi,MBT,2783,Defeated,,
284,,3,Md Kaleem,TRS,1397,Defeated,,
285,,4,Hanumanth Rao,IND,77,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : DABERPURA , Reserved for : UR(G) , Total Votes : 46584 ,
Polled Votes : 18610 , Invalid Votes : 0, Valid Votes : 18610",,,,,,,,

286,,1,Mirza Akhil Afandi,BJP,2310,Defeated,,
287,,2,Mirza Riyaz ul Hassan Effendi,AIMIM,10815,Winner,,
288,,3,Mohammed Abdul Zeeshan,TRS,4341,Defeated,,
289,,4,Sajid Shareef,INC,699,Defeated,,
290,,5,Syed Shakeel Ahmed Kazmi,MBT,254,Defeated,,
291,,6,Fidvi Hussain Khan Nayyer,IND,56,Defeated,,
292,,7,Mohd Aqueel Ahmed,IND,12,Defeated,,
293,,8,Mohammed Fida ali,IND,10,Defeated,,
294,,9,Mohd Basheeruddin Khan,IND,31,Defeated,,
295,,10,Syed Zakir Hussain,IND,20,Defeated,,
296,,11,Syed Hadi Hussain,IND,62,Defeated,,
"Ward Name : REINBAZAR , Reserved for : UR(G) , Total Votes : 38515 ,
Polled Votes : 13797 , Invalid Votes :0, Valid Votes : 13797",,,,,,,,
297,,1,Md Faiyaz,MBT,533,Defeated,,
298,,2,Mohammed Ali,INC,1272,Defeated,,
299,,3,Md Aijaz,TRS,1833,Defeated,,
300,,4,Mir Wajid Ali Khan,AIMIM,9932,Winner,,
301,,5,Syed Inayatullah,BJP,137,Defeated,,
302,,6,Syed Gufran Hassan Razvi,WPOI,60,Defeated,,
303,,7,Mohammed Taher,IND,30,Defeated,,
"Ward Name : PATHERGATTI , Reserved for : UR(G) , Total Votes : 55698 ,
Polled Votes : 22526 , Invalid Votes:0, Valid Votes : 22526",,,,,,,,
304,,1,Shahran Bin Ali,TDP,1088,Defeated,,
305,,2,Md Hashmath Ali,CPI,143,Defeated,,
306,,3,Md Ateeq,IND,34,Defeated,,
307,,4,Mohd Moosa Khasim,INC,1167,Defeated,,
308,,5,Mirza Baqer Ali,TRS,3307,Defeated,,
309,,6,Syed Sohail Quadri,AIMIM,16458,Winner,,
310,,7,Bhagwanda Sankla,IND,32,Defeated,,
311,,8,Mohd Osman,IND,180,Defeated,,
312,,9,Shajiuddin,IND,117,Defeated,,
"Ward Name : MOGHALPURA , Reserved for : UR(W) , Total Votes : 35677,
Polled Votes : 16068, Invalid Votes:0, Valid Votes : 16068",,,,,,,,
313,,1,Pinky Sarsal,BSP,90,Defeated,,
314,,2,D Vijayta,INC,751,Defeated,,
315,,3,P Veeramani,TRS,2647,Defeated,,
316,,4,S Saritha,BJP,1939,Defeated,,
317,,5,Amtul Aleem,AIMIM,8810,Winner,,
318,,6,J Rekha,MBT,1728,Defeated,,
319,,7,Farhath Khatija,IND,70,Defeated,,
320,,8,Sunita,IND,33,Defeated,,

,"3rd ORDINARY ELECTIONS TO GREATER HYDERABAD MUNICIPAL CORPORATION, 2016",,,,,,,

"Ward Name : TALABCHACHALAM , Reserved for : BC(W) , Total Votes : 41079 ,
Polled Votes : 16160 , Invalid Votes : 0 , Valid Votes : 16160",,,,,,,,

321,,1,Shahin Sultana,INC,169,Defeated,,
322,,2,Reshma Sultana,TRS,521,Defeated,,
323,,3,Siraj Sultana,TDP,87,Defeated,,
324,,4,Ayesha,IND,1842,Defeated,,
325,,5,Nasreen Sultana,AIMIM,13337,Winner,,
326,,6,Fatima Shaheen,IND,15,Defeated,,
327,,7,Sameena Begum,IND,189,Defeated,,
"Ward Name : GOWLIPURA , Reserved for : BC(W) , Total Votes : 48725,
Polled Votes : 23576 , Invalid Votes : 2, Valid Votes : 23574",,,,,,,,
328,,1,K Vani,INC,2792,Defeated,,
329,,2,K Meena,TRS,9076,Defeated,,
330,,3,Ale Lalitha,BJP,10505,Winner,,
331,,4,Padmaja Santhoju,MBT,155,Defeated,,
332,,5,C Arvinda,IND,20,Defeated,,
333,,6,V Annapurna Devi,CPI,788,Defeated,,
334,,7,K Saritha,IND,14,Defeated,,
335,,8,Sarika Verma,IND,104,Defeated,,
